STATE,month,STAT_CAUSE_DESCR,size,id,val
ME,5,Equipment Use,98,ME,23
ME,4,Miscellaneous,94,ME,23
ME,7,Equipment Use,87,ME,23
ME,5,Railroad,64,ME,23
ME,5,Miscellaneous,58,ME,23
ME,5,Arson,56,ME,23
ME,4,Arson,53,ME,23
ME,8,Equipment Use,48,ME,23
ME,3,Debris Burning,47,ME,23
ME,4,Campfire,47,ME,23
ME,4,Railroad,40,ME,23
ME,4,Children,36,ME,23
ME,11,Miscellaneous,33,ME,23
ME,4,Smoking,33,ME,23
ME,5,Campfire,32,ME,23
ME,7,Campfire,31,ME,23
ME,8,Arson,30,ME,23
ME,6,Equipment Use,28,ME,23
ME,9,Campfire,28,ME,23
ME,5,Children,28,ME,23
ME,7,Debris Burning,28,ME,23
ME,7,Arson,28,ME,23
ME,5,Smoking,27,ME,23
ME,3,Equipment Use,26,ME,23
ME,8,Lightning,24,ME,23
ME,7,Miscellaneous,24,ME,23
ME,10,Equipment Use,24,ME,23
ME,11,Equipment Use,24,ME,23
ME,7,Lightning,23,ME,23
ME,3,Miscellaneous,20,ME,23
ME,9,Arson,20,ME,23
ME,8,Campfire,19,ME,23
ME,9,Equipment Use,19,ME,23
ME,5,Powerline,15,ME,23
ME,3,Arson,15,ME,23
ME,6,Miscellaneous,14,ME,23
ME,6,Lightning,14,ME,23
ME,9,Debris Burning,13,ME,23
ME,6,Debris Burning,12,ME,23
ME,6,Arson,12,ME,23
ME,10,Miscellaneous,11,ME,23
ME,11,Debris Burning,11,ME,23
ME,5,Lightning,11,ME,23
ME,10,Arson,11,ME,23
ME,8,Miscellaneous,10,ME,23
ME,10,Campfire,10,ME,23
ME,8,Debris Burning,10,ME,23
ME,7,Smoking,9,ME,23
ME,7,Children,9,ME,23
ME,11,Arson,9,ME,23
ME,7,Railroad,8,ME,23
ME,5,Structure,7,ME,23
ME,6,Campfire,7,ME,23
ME,9,Miscellaneous,6,ME,23
ME,3,Railroad,6,ME,23
ME,8,Powerline,6,ME,23
ME,10,Debris Burning,6,ME,23
ME,11,Campfire,6,ME,23
ME,9,Children,5,ME,23
ME,6,Railroad,5,ME,23
ME,2,Arson,5,ME,23
ME,2,Equipment Use,5,ME,23
ME,3,Children,5,ME,23
ME,3,Smoking,5,ME,23
ME,11,Smoking,4,ME,23
ME,11,Children,4,ME,23
ME,8,Children,4,ME,23
ME,8,Smoking,4,ME,23
ME,1,Equipment Use,3,ME,23
ME,9,Lightning,3,ME,23
ME,10,Structure,3,ME,23
ME,8,Fireworks,2,ME,23
ME,8,Railroad,2,ME,23
ME,10,Children,2,ME,23
ME,10,Smoking,2,ME,23
ME,12,Arson,2,ME,23
ME,12,Equipment Use,2,ME,23
ME,1,Campfire,2,ME,23
ME,7,Fireworks,2,ME,23
ME,3,Campfire,2,ME,23
ME,12,Miscellaneous,1,ME,23
ME,9,Structure,1,ME,23
ME,10,Powerline,1,ME,23
ME,10,Railroad,1,ME,23
ME,11,Powerline,1,ME,23
ME,11,Structure,1,ME,23
ME,9,Railroad,1,ME,23
ME,8,Structure,1,ME,23
ME,2,Campfire,1,ME,23
ME,2,Debris Burning,1,ME,23
ME,4,Powerline,1,ME,23
ME,4,Structure,1,ME,23
ME,6,Children,1,ME,23
ME,6,Powerline,1,ME,23
ME,7,Powerline,1,ME,23
ME,7,Structure,1,ME,23
ME,1,Miscellaneous,1,ME,23
ME,1,Arson,1,ME,23
IL,3,Debris Burning,110,IL,17
IL,4,Debris Burning,99,IL,17
IL,3,Miscellaneous,71,IL,17
IL,4,Miscellaneous,51,IL,17
IL,7,Miscellaneous,22,IL,17
IL,2,Miscellaneous,17,IL,17
IL,2,Debris Burning,16,IL,17
IL,8,Miscellaneous,16,IL,17
IL,1,Debris Burning,15,IL,17
IL,7,Debris Burning,13,IL,17
IL,5,Debris Burning,13,IL,17
IL,6,Miscellaneous,13,IL,17
IL,5,Miscellaneous,12,IL,17
IL,6,Debris Burning,10,IL,17
IL,10,Debris Burning,9,IL,17
IL,1,Miscellaneous,9,IL,17
IL,8,Debris Burning,8,IL,17
IL,9,Miscellaneous,8,IL,17
IL,10,Miscellaneous,8,IL,17
IL,11,Debris Burning,8,IL,17
IL,4,Campfire,7,IL,17
IL,3,Smoking,7,IL,17
IL,11,Miscellaneous,7,IL,17
IL,4,Arson,6,IL,17
IL,4,Powerline,6,IL,17
IL,6,Arson,5,IL,17
IL,3,Arson,5,IL,17
IL,10,Equipment Use,5,IL,17
IL,7,Fireworks,5,IL,17
IL,9,Equipment Use,5,IL,17
IL,3,Equipment Use,5,IL,17
IL,4,Smoking,5,IL,17
IL,7,Arson,4,IL,17
IL,8,Equipment Use,4,IL,17
IL,7,Lightning,3,IL,17
IL,7,Equipment Use,3,IL,17
IL,4,Railroad,3,IL,17
IL,6,Equipment Use,3,IL,17
IL,3,Campfire,3,IL,17
IL,8,Lightning,3,IL,17
IL,9,Debris Burning,3,IL,17
IL,12,Miscellaneous,3,IL,17
IL,10,Campfire,3,IL,17
IL,8,Campfire,2,IL,17
IL,6,Powerline,2,IL,17
IL,5,Campfire,2,IL,17
IL,4,Lightning,2,IL,17
IL,4,Equipment Use,2,IL,17
IL,3,Powerline,2,IL,17
IL,1,Equipment Use,2,IL,17
IL,5,Children,1,IL,17
IL,9,Powerline,1,IL,17
IL,9,Campfire,1,IL,17
IL,8,Smoking,1,IL,17
IL,7,Smoking,1,IL,17
IL,7,Children,1,IL,17
IL,7,Campfire,1,IL,17
IL,6,Smoking,1,IL,17
IL,6,Railroad,1,IL,17
IL,6,Lightning,1,IL,17
IL,6,Campfire,1,IL,17
IL,5,Smoking,1,IL,17
IL,9,Smoking,1,IL,17
IL,10,Arson,1,IL,17
IL,10,Structure,1,IL,17
IL,11,Arson,1,IL,17
IL,12,Arson,1,IL,17
IL,11,Equipment Use,1,IL,17
IL,5,Equipment Use,1,IL,17
IL,3,Children,1,IL,17
IL,4,Fireworks,1,IL,17
IL,4,Children,1,IL,17
IL,3,Railroad,1,IL,17
IL,2,Smoking,1,IL,17
IL,2,Arson,1,IL,17
IL,1,Smoking,1,IL,17
NH,4,Miscellaneous,86,NH,33
NH,4,Debris Burning,74,NH,33
NH,5,Miscellaneous,72,NH,33
NH,5,Debris Burning,42,NH,33
NH,4,Smoking,18,NH,33
NH,5,Campfire,18,NH,33
NH,5,Smoking,16,NH,33
NH,4,Campfire,11,NH,33
NH,7,Miscellaneous,11,NH,33
NH,5,Powerline,10,NH,33
NH,6,Debris Burning,10,NH,33
NH,5,Equipment Use,9,NH,33
NH,4,Powerline,9,NH,33
NH,10,Debris Burning,8,NH,33
NH,7,Debris Burning,8,NH,33
NH,4,Arson,7,NH,33
NH,3,Debris Burning,7,NH,33
NH,6,Miscellaneous,6,NH,33
NH,4,Children,6,NH,33
NH,4,Equipment Use,6,NH,33
NH,10,Miscellaneous,5,NH,33
NH,9,Campfire,5,NH,33
NH,1,Debris Burning,4,NH,33
NH,7,Lightning,4,NH,33
NH,8,Debris Burning,4,NH,33
NH,8,Miscellaneous,4,NH,33
NH,10,Campfire,3,NH,33
NH,9,Debris Burning,3,NH,33
NH,3,Miscellaneous,3,NH,33
NH,3,Smoking,3,NH,33
NH,8,Arson,3,NH,33
NH,7,Campfire,3,NH,33
NH,5,Children,3,NH,33
NH,5,Lightning,3,NH,33
NH,11,Debris Burning,2,NH,33
NH,9,Miscellaneous,2,NH,33
NH,9,Lightning,2,NH,33
NH,11,Miscellaneous,2,NH,33
NH,2,Miscellaneous,2,NH,33
NH,2,Debris Burning,2,NH,33
NH,8,Campfire,2,NH,33
NH,7,Equipment Use,2,NH,33
NH,5,Fireworks,2,NH,33
NH,4,Structure,1,NH,33
NH,6,Campfire,1,NH,33
NH,6,Fireworks,1,NH,33
NH,7,Arson,1,NH,33
NH,2,Campfire,1,NH,33
NH,2,Smoking,1,NH,33
NH,3,Campfire,1,NH,33
NH,11,Arson,1,NH,33
NH,11,Campfire,1,NH,33
NH,11,Smoking,1,NH,33
NH,7,Children,1,NH,33
NH,7,Powerline,1,NH,33
NH,7,Railroad,1,NH,33
NH,8,Lightning,1,NH,33
VT,4,Debris Burning,83,VT,50
VT,4,Miscellaneous,52,VT,50
VT,5,Debris Burning,42,VT,50
VT,5,Miscellaneous,30,VT,50
VT,3,Debris Burning,19,VT,50
VT,4,Equipment Use,14,VT,50
VT,5,Equipment Use,13,VT,50
VT,3,Miscellaneous,12,VT,50
VT,5,Powerline,8,VT,50
VT,11,Miscellaneous,6,VT,50
VT,11,Debris Burning,6,VT,50
VT,2,Debris Burning,5,VT,50
VT,4,Campfire,5,VT,50
VT,4,Smoking,5,VT,50
VT,9,Campfire,5,VT,50
VT,5,Campfire,5,VT,50
VT,10,Miscellaneous,4,VT,50
VT,5,Smoking,4,VT,50
VT,4,Children,4,VT,50
VT,4,Arson,4,VT,50
VT,4,Powerline,3,VT,50
VT,9,Miscellaneous,3,VT,50
VT,6,Debris Burning,2,VT,50
VT,11,Campfire,2,VT,50
VT,3,Smoking,2,VT,50
VT,3,Equipment Use,2,VT,50
VT,1,Debris Burning,2,VT,50
VT,2,Miscellaneous,2,VT,50
VT,8,Equipment Use,1,VT,50
VT,9,Debris Burning,1,VT,50
VT,9,Lightning,1,VT,50
VT,10,Arson,1,VT,50
VT,10,Debris Burning,1,VT,50
VT,11,Structure,1,VT,50
VT,12,Miscellaneous,1,VT,50
VT,8,Lightning,1,VT,50
VT,7,Miscellaneous,1,VT,50
VT,7,Equipment Use,1,VT,50
VT,4,Fireworks,1,VT,50
VT,4,Lightning,1,VT,50
VT,4,Railroad,1,VT,50
VT,5,Arson,1,VT,50
VT,5,Children,1,VT,50
VT,5,Lightning,1,VT,50
VT,5,Railroad,1,VT,50
VT,6,Campfire,1,VT,50
VT,7,Campfire,1,VT,50
VT,7,Debris Burning,1,VT,50
VT,3,Campfire,1,VT,50
MD,4,Debris Burning,50,MD,24
MD,3,Debris Burning,39,MD,24
MD,2,Miscellaneous,27,MD,24
MD,4,Arson,26,MD,24
MD,3,Arson,25,MD,24
MD,2,Arson,25,MD,24
MD,4,Miscellaneous,22,MD,24
MD,2,Debris Burning,20,MD,24
MD,4,Children,20,MD,24
MD,9,Arson,19,MD,24
MD,7,Lightning,15,MD,24
MD,11,Arson,14,MD,24
MD,11,Debris Burning,14,MD,24
MD,4,Campfire,14,MD,24
MD,3,Equipment Use,12,MD,24
MD,5,Arson,12,MD,24
MD,7,Arson,11,MD,24
MD,7,Miscellaneous,11,MD,24
MD,4,Equipment Use,11,MD,24
MD,3,Campfire,10,MD,24
MD,8,Arson,10,MD,24
MD,6,Equipment Use,10,MD,24
MD,4,Smoking,9,MD,24
MD,3,Children,9,MD,24
MD,11,Campfire,8,MD,24
MD,11,Equipment Use,8,MD,24
MD,11,Smoking,8,MD,24
MD,10,Arson,8,MD,24
MD,3,Miscellaneous,8,MD,24
MD,7,Debris Burning,8,MD,24
MD,6,Debris Burning,7,MD,24
MD,6,Arson,7,MD,24
MD,9,Debris Burning,7,MD,24
MD,11,Miscellaneous,6,MD,24
MD,8,Debris Burning,6,MD,24
MD,1,Arson,6,MD,24
MD,1,Debris Burning,6,MD,24
MD,2,Children,6,MD,24
MD,5,Debris Burning,6,MD,24
MD,6,Miscellaneous,6,MD,24
MD,7,Equipment Use,6,MD,24
MD,5,Campfire,5,MD,24
MD,5,Equipment Use,5,MD,24
MD,5,Miscellaneous,5,MD,24
MD,6,Lightning,5,MD,24
MD,9,Children,5,MD,24
MD,12,Miscellaneous,5,MD,24
MD,2,Equipment Use,4,MD,24
MD,2,Smoking,4,MD,24
MD,3,Powerline,4,MD,24
MD,6,Smoking,4,MD,24
MD,7,Smoking,4,MD,24
MD,8,Lightning,4,MD,24
MD,9,Equipment Use,4,MD,24
MD,10,Debris Burning,4,MD,24
MD,11,Children,4,MD,24
MD,12,Arson,4,MD,24
MD,12,Debris Burning,4,MD,24
MD,2,Campfire,3,MD,24
MD,10,Miscellaneous,3,MD,24
MD,3,Smoking,3,MD,24
MD,4,Powerline,3,MD,24
MD,4,Railroad,3,MD,24
MD,7,Children,3,MD,24
MD,1,Equipment Use,2,MD,24
MD,1,Miscellaneous,2,MD,24
MD,5,Powerline,2,MD,24
MD,9,Railroad,2,MD,24
MD,5,Smoking,2,MD,24
MD,5,Lightning,2,MD,24
MD,9,Lightning,2,MD,24
MD,8,Children,2,MD,24
MD,8,Miscellaneous,2,MD,24
MD,8,Smoking,2,MD,24
MD,12,Smoking,2,MD,24
MD,5,Structure,1,MD,24
MD,6,Campfire,1,MD,24
MD,6,Powerline,1,MD,24
MD,7,Campfire,1,MD,24
MD,7,Fireworks,1,MD,24
MD,8,Campfire,1,MD,24
MD,8,Equipment Use,1,MD,24
MD,9,Campfire,1,MD,24
MD,1,Children,1,MD,24
MD,1,Campfire,1,MD,24
MD,3,Lightning,1,MD,24
MD,4,Fireworks,1,MD,24
MD,5,Children,1,MD,24
MD,9,Powerline,1,MD,24
MD,10,Children,1,MD,24
MD,10,Equipment Use,1,MD,24
MD,10,Smoking,1,MD,24
MD,10,Structure,1,MD,24
MD,11,Powerline,1,MD,24
MD,11,Railroad,1,MD,24
MD,11,Structure,1,MD,24
MD,12,Children,1,MD,24
RI,4,Arson,29,RI,44
RI,5,Miscellaneous,28,RI,44
RI,3,Arson,19,RI,44
RI,4,Debris Burning,15,RI,44
RI,4,Miscellaneous,13,RI,44
RI,3,Debris Burning,11,RI,44
RI,9,Miscellaneous,10,RI,44
RI,5,Arson,6,RI,44
RI,4,Campfire,6,RI,44
RI,11,Arson,6,RI,44
RI,6,Miscellaneous,6,RI,44
RI,8,Miscellaneous,5,RI,44
RI,7,Arson,5,RI,44
RI,6,Arson,5,RI,44
RI,3,Miscellaneous,5,RI,44
RI,11,Smoking,4,RI,44
RI,11,Miscellaneous,4,RI,44
RI,9,Campfire,4,RI,44
RI,7,Miscellaneous,3,RI,44
RI,9,Arson,3,RI,44
RI,9,Debris Burning,3,RI,44
RI,5,Debris Burning,3,RI,44
RI,4,Children,3,RI,44
RI,11,Debris Burning,3,RI,44
RI,5,Campfire,2,RI,44
RI,5,Structure,2,RI,44
RI,6,Debris Burning,2,RI,44
RI,8,Arson,2,RI,44
RI,8,Campfire,2,RI,44
RI,10,Children,2,RI,44
RI,4,Equipment Use,2,RI,44
RI,2,Arson,2,RI,44
RI,10,Campfire,1,RI,44
RI,10,Structure,1,RI,44
RI,10,Smoking,1,RI,44
RI,12,Arson,1,RI,44
RI,12,Debris Burning,1,RI,44
RI,10,Debris Burning,1,RI,44
RI,12,Smoking,1,RI,44
RI,9,Smoking,1,RI,44
RI,3,Powerline,1,RI,44
RI,3,Fireworks,1,RI,44
RI,2,Debris Burning,1,RI,44
RI,1,Arson,1,RI,44
RI,8,Equipment Use,1,RI,44
RI,8,Debris Burning,1,RI,44
RI,6,Structure,1,RI,44
RI,6,Children,1,RI,44
RI,5,Powerline,1,RI,44
RI,5,Equipment Use,1,RI,44
IN,3,Debris Burning,16,IN,18
IN,4,Railroad,7,IN,18
IN,3,Miscellaneous,7,IN,18
IN,4,Debris Burning,6,IN,18
IN,7,Miscellaneous,6,IN,18
IN,7,Lightning,5,IN,18
IN,3,Railroad,4,IN,18
IN,4,Arson,4,IN,18
IN,4,Miscellaneous,4,IN,18
IN,6,Arson,4,IN,18
IN,7,Campfire,4,IN,18
IN,6,Miscellaneous,3,IN,18
IN,4,Campfire,3,IN,18
IN,3,Arson,3,IN,18
IN,2,Debris Burning,3,IN,18
IN,8,Campfire,3,IN,18
IN,11,Debris Burning,3,IN,18
IN,8,Miscellaneous,3,IN,18
IN,8,Equipment Use,2,IN,18
IN,9,Arson,2,IN,18
IN,10,Arson,2,IN,18
IN,11,Arson,2,IN,18
IN,7,Powerline,2,IN,18
IN,7,Smoking,2,IN,18
IN,3,Equipment Use,2,IN,18
IN,3,Campfire,2,IN,18
IN,2,Miscellaneous,2,IN,18
IN,2,Arson,2,IN,18
IN,3,Powerline,2,IN,18
IN,7,Fireworks,2,IN,18
IN,6,Equipment Use,2,IN,18
IN,6,Campfire,2,IN,18
IN,5,Campfire,2,IN,18
IN,7,Equipment Use,1,IN,18
IN,6,Smoking,1,IN,18
IN,6,Fireworks,1,IN,18
IN,6,Debris Burning,1,IN,18
IN,7,Railroad,1,IN,18
IN,10,Debris Burning,1,IN,18
IN,12,Miscellaneous,1,IN,18
IN,11,Smoking,1,IN,18
IN,10,Miscellaneous,1,IN,18
IN,10,Children,1,IN,18
IN,8,Lightning,1,IN,18
IN,10,Campfire,1,IN,18
IN,9,Powerline,1,IN,18
IN,9,Miscellaneous,1,IN,18
IN,9,Campfire,1,IN,18
IN,5,Powerline,1,IN,18
IN,5,Miscellaneous,1,IN,18
IN,5,Lightning,1,IN,18
IN,5,Arson,1,IN,18
IN,3,Structure,1,IN,18
IN,1,Children,1,IN,18
DE,4,Debris Burning,8,DE,10
DE,4,Equipment Use,4,DE,10
DE,6,Equipment Use,3,DE,10
DE,7,Smoking,3,DE,10
DE,4,Smoking,2,DE,10
DE,4,Miscellaneous,2,DE,10
DE,9,Smoking,2,DE,10
DE,7,Lightning,2,DE,10
DE,9,Equipment Use,1,DE,10
DE,12,Campfire,1,DE,10
DE,10,Smoking,1,DE,10
DE,9,Debris Burning,1,DE,10
DE,9,Campfire,1,DE,10
DE,5,Campfire,1,DE,10
DE,5,Smoking,1,DE,10
DE,6,Miscellaneous,1,DE,10
DE,5,Arson,1,DE,10
DE,3,Debris Burning,1,DE,10
DE,3,Miscellaneous,1,DE,10
DE,4,Campfire,1,DE,10
DE,4,Children,1,DE,10
DE,4,Railroad,1,DE,10
DE,4,Structure,1,DE,10
DE,6,Smoking,1,DE,10
DE,6,Structure,1,DE,10
DE,8,Debris Burning,1,DE,10
DE,8,Smoking,1,DE,10
DE,7,Fireworks,1,DE,10
DE,7,Miscellaneous,1,DE,10
DC,4,Miscellaneous,3,DC,11
DC,9,Smoking,1,DC,11
DC,5,Miscellaneous,1,DC,11
DC,6,Miscellaneous,1,DC,11
DC,6,Arson,1,DC,11
DC,5,Debris Burning,1,DC,11
DC,4,Children,1,DC,11
DC,2,Miscellaneous,1,DC,11
DC,11,Arson,1,DC,11
HI,10,Miscellaneous,3,HI,15
HI,12,Debris Burning,2,HI,15
HI,11,Miscellaneous,2,HI,15
HI,7,Miscellaneous,2,HI,15
HI,6,Miscellaneous,1,HI,15
HI,5,Lightning,1,HI,15
HI,5,Equipment Use,1,HI,15
HI,3,Miscellaneous,1,HI,15
HI,3,Arson,1,HI,15
HI,2,Miscellaneous,1,HI,15
HI,2,Equipment Use,1,HI,15
HI,1,Lightning,1,HI,15
HI,1,Campfire,1,HI,15
HI,7,Campfire,1,HI,15
HI,7,Fireworks,1,HI,15
HI,8,Equipment Use,1,HI,15
HI,11,Lightning,1,HI,15
HI,11,Debris Burning,1,HI,15
HI,11,Arson,1,HI,15
HI,8,Miscellaneous,1,HI,15
