STATE,month,STAT_CAUSE_DESCR,size,id,val
GA,3,Debris Burning,2931,GA,13
GA,2,Debris Burning,2588,GA,13
GA,1,Debris Burning,1853,GA,13
GA,4,Debris Burning,1350,GA,13
GA,11,Debris Burning,1199,GA,13
GA,5,Debris Burning,1199,GA,13
GA,10,Debris Burning,1108,GA,13
GA,6,Debris Burning,854,GA,13
GA,12,Debris Burning,664,GA,13
GA,8,Debris Burning,663,GA,13
GA,9,Debris Burning,555,GA,13
GA,7,Debris Burning,513,GA,13
GA,7,Lightning,484,GA,13
GA,6,Lightning,454,GA,13
GA,3,Arson,453,GA,13
GA,2,Arson,336,GA,13
GA,8,Lightning,254,GA,13
GA,4,Arson,251,GA,13
GA,1,Arson,222,GA,13
GA,11,Arson,217,GA,13
GA,5,Lightning,215,GA,13
GA,5,Arson,214,GA,13
GA,6,Arson,174,GA,13
GA,10,Arson,167,GA,13
GA,2,Miscellaneous,161,GA,13
GA,6,Miscellaneous,157,GA,13
GA,1,Campfire,148,GA,13
GA,2,Campfire,142,GA,13
GA,11,Campfire,134,GA,13
GA,3,Children,129,GA,13
GA,5,Miscellaneous,129,GA,13
GA,3,Campfire,123,GA,13
GA,8,Arson,120,GA,13
GA,4,Miscellaneous,118,GA,13
GA,1,Miscellaneous,116,GA,13
GA,2,Children,108,GA,13
GA,12,Arson,108,GA,13
GA,3,Miscellaneous,103,GA,13
GA,1,Children,102,GA,13
GA,7,Arson,97,GA,13
GA,5,Children,95,GA,13
GA,11,Children,93,GA,13
GA,9,Arson,92,GA,13
GA,4,Campfire,83,GA,13
GA,5,Campfire,78,GA,13
GA,4,Children,77,GA,13
GA,4,Lightning,76,GA,13
GA,8,Miscellaneous,75,GA,13
GA,10,Campfire,75,GA,13
GA,9,Miscellaneous,70,GA,13
GA,6,Children,62,GA,13
GA,2,Smoking,57,GA,13
GA,1,Smoking,56,GA,13
GA,3,Lightning,53,GA,13
GA,11,Miscellaneous,53,GA,13
GA,12,Campfire,46,GA,13
GA,6,Campfire,46,GA,13
GA,12,Children,45,GA,13
GA,6,Railroad,42,GA,13
GA,4,Railroad,42,GA,13
GA,3,Smoking,42,GA,13
GA,10,Children,42,GA,13
GA,8,Children,39,GA,13
GA,9,Lightning,39,GA,13
GA,5,Railroad,37,GA,13
GA,4,Smoking,37,GA,13
GA,6,Smoking,34,GA,13
GA,5,Smoking,33,GA,13
GA,9,Campfire,33,GA,13
GA,7,Miscellaneous,33,GA,13
GA,10,Miscellaneous,32,GA,13
GA,7,Children,30,GA,13
GA,9,Children,28,GA,13
GA,11,Smoking,27,GA,13
GA,10,Smoking,27,GA,13
GA,7,Campfire,25,GA,13
GA,8,Campfire,25,GA,13
GA,12,Miscellaneous,25,GA,13
GA,3,Railroad,24,GA,13
GA,10,Railroad,21,GA,13
GA,9,Smoking,20,GA,13
GA,8,Smoking,19,GA,13
GA,8,Railroad,14,GA,13
GA,2,Lightning,14,GA,13
GA,11,Lightning,12,GA,13
GA,7,Railroad,10,GA,13
GA,2,Railroad,9,GA,13
GA,11,Railroad,9,GA,13
GA,1,Lightning,8,GA,13
GA,1,Railroad,7,GA,13
GA,10,Lightning,7,GA,13
GA,12,Smoking,6,GA,13
GA,12,Railroad,5,GA,13
GA,9,Railroad,5,GA,13
GA,7,Smoking,4,GA,13
GA,7,Equipment Use,2,GA,13
GA,2,Equipment Use,2,GA,13
GA,5,Equipment Use,2,GA,13
GA,1,Equipment Use,1,GA,13
GA,12,Lightning,1,GA,13
GA,12,Equipment Use,1,GA,13
GA,11,Structure,1,GA,13
GA,9,Equipment Use,1,GA,13
GA,5,Powerline,1,GA,13
GA,4,Structure,1,GA,13
GA,4,Powerline,1,GA,13
GA,4,Equipment Use,1,GA,13
GA,3,Powerline,1,GA,13
OR,8,Lightning,2887,OR,41
OR,7,Lightning,1931,OR,41
OR,9,Lightning,555,OR,41
OR,6,Lightning,389,OR,41
OR,8,Campfire,363,OR,41
OR,7,Campfire,320,OR,41
OR,9,Campfire,318,OR,41
OR,7,Miscellaneous,269,OR,41
OR,8,Miscellaneous,252,OR,41
OR,7,Equipment Use,238,OR,41
OR,8,Equipment Use,235,OR,41
OR,10,Campfire,187,OR,41
OR,9,Equipment Use,161,OR,41
OR,9,Miscellaneous,158,OR,41
OR,6,Campfire,156,OR,41
OR,7,Fireworks,150,OR,41
OR,6,Debris Burning,140,OR,41
OR,6,Miscellaneous,138,OR,41
OR,5,Lightning,126,OR,41
OR,5,Debris Burning,113,OR,41
OR,7,Debris Burning,105,OR,41
OR,10,Debris Burning,97,OR,41
OR,10,Miscellaneous,95,OR,41
OR,6,Equipment Use,93,OR,41
OR,7,Arson,89,OR,41
OR,5,Campfire,89,OR,41
OR,8,Debris Burning,71,OR,41
OR,5,Miscellaneous,70,OR,41
OR,9,Debris Burning,70,OR,41
OR,8,Arson,66,OR,41
OR,9,Smoking,64,OR,41
OR,4,Debris Burning,58,OR,41
OR,8,Smoking,54,OR,41
OR,6,Arson,54,OR,41
OR,9,Arson,53,OR,41
OR,7,Smoking,52,OR,41
OR,10,Equipment Use,49,OR,41
OR,5,Arson,46,OR,41
OR,11,Campfire,45,OR,41
OR,4,Campfire,44,OR,41
OR,8,Children,38,OR,41
OR,11,Miscellaneous,36,OR,41
OR,5,Equipment Use,32,OR,41
OR,7,Children,30,OR,41
OR,3,Debris Burning,28,OR,41
OR,4,Miscellaneous,26,OR,41
OR,9,Powerline,25,OR,41
OR,10,Smoking,24,OR,41
OR,10,Lightning,24,OR,41
OR,10,Arson,23,OR,41
OR,4,Lightning,21,OR,41
OR,8,Powerline,20,OR,41
OR,9,Children,20,OR,41
OR,6,Smoking,18,OR,41
OR,7,Powerline,18,OR,41
OR,4,Arson,17,OR,41
OR,1,Debris Burning,17,OR,41
OR,6,Children,17,OR,41
OR,3,Miscellaneous,16,OR,41
OR,6,Powerline,15,OR,41
OR,11,Arson,15,OR,41
OR,3,Campfire,14,OR,41
OR,4,Equipment Use,13,OR,41
OR,9,Structure,13,OR,41
OR,8,Structure,13,OR,41
OR,12,Debris Burning,12,OR,41
OR,2,Campfire,11,OR,41
OR,11,Debris Burning,11,OR,41
OR,2,Debris Burning,10,OR,41
OR,6,Structure,10,OR,41
OR,7,Railroad,9,OR,41
OR,10,Children,8,OR,41
OR,10,Powerline,8,OR,41
OR,2,Miscellaneous,8,OR,41
OR,7,Structure,8,OR,41
OR,3,Equipment Use,7,OR,41
OR,8,Railroad,7,OR,41
OR,10,Structure,7,OR,41
OR,6,Fireworks,6,OR,41
OR,5,Children,6,OR,41
OR,12,Campfire,6,OR,41
OR,3,Arson,5,OR,41
OR,12,Miscellaneous,5,OR,41
OR,9,Fireworks,5,OR,41
OR,8,Fireworks,5,OR,41
OR,5,Smoking,5,OR,41
OR,6,Railroad,3,OR,41
OR,2,Children,3,OR,41
OR,2,Arson,3,OR,41
OR,1,Miscellaneous,3,OR,41
OR,1,Campfire,3,OR,41
OR,1,Arson,3,OR,41
OR,9,Railroad,3,OR,41
OR,1,Children,2,OR,41
OR,2,Lightning,2,OR,41
OR,3,Lightning,2,OR,41
OR,5,Railroad,2,OR,41
OR,5,Powerline,2,OR,41
OR,11,Equipment Use,2,OR,41
OR,4,Children,2,OR,41
OR,12,Lightning,2,OR,41
OR,4,Smoking,2,OR,41
OR,10,Fireworks,2,OR,41
OR,11,Lightning,1,OR,41
OR,11,Children,1,OR,41
OR,11,Smoking,1,OR,41
OR,12,Arson,1,OR,41
OR,1,Fireworks,1,OR,41
OR,1,Lightning,1,OR,41
OR,5,Structure,1,OR,41
OR,3,Children,1,OR,41
OR,3,Structure,1,OR,41
OR,3,Powerline,1,OR,41
OR,2,Equipment Use,1,OR,41
TX,1,Debris Burning,2786,TX,48
TX,3,Debris Burning,2347,TX,48
TX,2,Debris Burning,2300,TX,48
TX,7,Miscellaneous,2294,TX,48
TX,8,Miscellaneous,2187,TX,48
TX,8,Debris Burning,2091,TX,48
TX,7,Debris Burning,1856,TX,48
TX,9,Miscellaneous,1794,TX,48
TX,9,Debris Burning,1792,TX,48
TX,6,Debris Burning,1481,TX,48
TX,1,Miscellaneous,1474,TX,48
TX,4,Debris Burning,1369,TX,48
TX,10,Debris Burning,1364,TX,48
TX,6,Miscellaneous,1354,TX,48
TX,3,Miscellaneous,1311,TX,48
TX,5,Debris Burning,1203,TX,48
TX,2,Miscellaneous,1184,TX,48
TX,4,Miscellaneous,1114,TX,48
TX,10,Miscellaneous,1066,TX,48
TX,5,Miscellaneous,1053,TX,48
TX,8,Equipment Use,961,TX,48
TX,7,Equipment Use,875,TX,48
TX,11,Debris Burning,868,TX,48
TX,12,Debris Burning,790,TX,48
TX,8,Lightning,770,TX,48
TX,9,Equipment Use,763,TX,48
TX,6,Equipment Use,737,TX,48
TX,5,Equipment Use,547,TX,48
TX,3,Equipment Use,532,TX,48
TX,7,Lightning,523,TX,48
TX,8,Powerline,521,TX,48
TX,1,Equipment Use,493,TX,48
TX,11,Miscellaneous,478,TX,48
TX,2,Equipment Use,443,TX,48
TX,9,Powerline,440,TX,48
TX,12,Miscellaneous,437,TX,48
TX,9,Lightning,417,TX,48
TX,4,Equipment Use,406,TX,48
TX,10,Equipment Use,405,TX,48
TX,6,Lightning,391,TX,48
TX,4,Powerline,381,TX,48
TX,8,Arson,309,TX,48
TX,7,Powerline,300,TX,48
TX,6,Powerline,299,TX,48
TX,7,Arson,278,TX,48
TX,5,Powerline,265,TX,48
TX,9,Arson,261,TX,48
TX,10,Powerline,228,TX,48
TX,1,Powerline,227,TX,48
TX,3,Powerline,224,TX,48
TX,3,Arson,210,TX,48
TX,8,Smoking,209,TX,48
TX,5,Lightning,205,TX,48
TX,11,Equipment Use,192,TX,48
TX,2,Powerline,190,TX,48
TX,4,Arson,174,TX,48
TX,4,Lightning,164,TX,48
TX,1,Arson,158,TX,48
TX,7,Smoking,150,TX,48
TX,6,Arson,147,TX,48
TX,4,Smoking,146,TX,48
TX,12,Equipment Use,143,TX,48
TX,6,Smoking,132,TX,48
TX,9,Smoking,130,TX,48
TX,1,Smoking,129,TX,48
TX,2,Arson,124,TX,48
TX,10,Arson,117,TX,48
TX,3,Smoking,108,TX,48
TX,5,Arson,105,TX,48
TX,11,Powerline,97,TX,48
TX,2,Smoking,96,TX,48
TX,5,Smoking,94,TX,48
TX,12,Powerline,91,TX,48
TX,1,Campfire,87,TX,48
TX,10,Smoking,84,TX,48
TX,10,Lightning,82,TX,48
TX,3,Campfire,80,TX,48
TX,2,Campfire,72,TX,48
TX,3,Lightning,71,TX,48
TX,8,Children,66,TX,48
TX,11,Arson,62,TX,48
TX,1,Children,59,TX,48
TX,7,Children,55,TX,48
TX,4,Railroad,55,TX,48
TX,9,Campfire,54,TX,48
TX,3,Children,52,TX,48
TX,7,Campfire,51,TX,48
TX,6,Railroad,51,TX,48
TX,10,Campfire,47,TX,48
TX,11,Smoking,46,TX,48
TX,7,Railroad,46,TX,48
TX,8,Railroad,45,TX,48
TX,2,Children,45,TX,48
TX,12,Arson,44,TX,48
TX,5,Railroad,43,TX,48
TX,8,Fireworks,41,TX,48
TX,6,Children,41,TX,48
TX,11,Campfire,40,TX,48
TX,9,Fireworks,40,TX,48
TX,8,Campfire,38,TX,48
TX,4,Children,36,TX,48
TX,10,Children,36,TX,48
TX,9,Railroad,35,TX,48
TX,4,Campfire,35,TX,48
TX,12,Smoking,35,TX,48
TX,3,Railroad,35,TX,48
TX,5,Children,33,TX,48
TX,7,Fireworks,31,TX,48
TX,3,Fireworks,29,TX,48
TX,9,Children,29,TX,48
TX,5,Campfire,26,TX,48
TX,11,Lightning,23,TX,48
TX,12,Campfire,21,TX,48
TX,10,Railroad,21,TX,48
TX,6,Campfire,21,TX,48
TX,2,Railroad,19,TX,48
TX,1,Lightning,15,TX,48
TX,1,Railroad,14,TX,48
TX,2,Lightning,14,TX,48
TX,12,Children,13,TX,48
TX,2,Fireworks,12,TX,48
TX,1,Fireworks,12,TX,48
TX,11,Children,11,TX,48
TX,6,Fireworks,10,TX,48
TX,4,Fireworks,9,TX,48
TX,12,Lightning,7,TX,48
TX,11,Railroad,6,TX,48
TX,12,Railroad,4,TX,48
TX,5,Fireworks,4,TX,48
TX,11,Fireworks,2,TX,48
TX,12,Fireworks,1,TX,48
TX,1,Structure,1,TX,48
TX,9,Structure,1,TX,48
TX,10,Fireworks,1,TX,48
TX,10,Structure,1,TX,48
TX,7,Structure,1,TX,48
TX,8,Structure,1,TX,48
NY,4,Miscellaneous,2451,NY,36
NY,5,Miscellaneous,2059,NY,36
NY,7,Miscellaneous,1563,NY,36
NY,11,Miscellaneous,1132,NY,36
NY,6,Miscellaneous,1091,NY,36
NY,3,Miscellaneous,1073,NY,36
NY,8,Miscellaneous,1020,NY,36
NY,9,Miscellaneous,810,NY,36
NY,4,Arson,641,NY,36
NY,10,Miscellaneous,620,NY,36
NY,5,Arson,472,NY,36
NY,5,Smoking,369,NY,36
NY,4,Lightning,367,NY,36
NY,12,Miscellaneous,362,NY,36
NY,5,Lightning,351,NY,36
NY,4,Debris Burning,329,NY,36
NY,4,Smoking,319,NY,36
NY,5,Debris Burning,293,NY,36
NY,1,Miscellaneous,228,NY,36
NY,7,Lightning,225,NY,36
NY,11,Arson,213,NY,36
NY,7,Arson,208,NY,36
NY,2,Miscellaneous,207,NY,36
NY,6,Arson,207,NY,36
NY,7,Smoking,196,NY,36
NY,8,Arson,195,NY,36
NY,3,Arson,190,NY,36
NY,6,Lightning,167,NY,36
NY,9,Arson,157,NY,36
NY,11,Debris Burning,138,NY,36
NY,6,Smoking,127,NY,36
NY,10,Arson,127,NY,36
NY,8,Lightning,126,NY,36
NY,3,Lightning,126,NY,36
NY,8,Smoking,119,NY,36
NY,11,Smoking,118,NY,36
NY,3,Debris Burning,109,NY,36
NY,9,Lightning,95,NY,36
NY,9,Smoking,94,NY,36
NY,7,Debris Burning,93,NY,36
NY,11,Lightning,93,NY,36
NY,5,Equipment Use,88,NY,36
NY,4,Equipment Use,85,NY,36
NY,3,Smoking,82,NY,36
NY,4,Children,74,NY,36
NY,8,Debris Burning,69,NY,36
NY,6,Debris Burning,65,NY,36
NY,10,Smoking,62,NY,36
NY,12,Arson,60,NY,36
NY,4,Powerline,57,NY,36
NY,4,Campfire,55,NY,36
NY,9,Debris Burning,54,NY,36
NY,9,Campfire,51,NY,36
NY,10,Lightning,49,NY,36
NY,5,Powerline,48,NY,36
NY,7,Campfire,47,NY,36
NY,5,Campfire,46,NY,36
NY,12,Smoking,43,NY,36
NY,7,Equipment Use,39,NY,36
NY,10,Debris Burning,39,NY,36
NY,2,Arson,38,NY,36
NY,1,Arson,36,NY,36
NY,5,Children,33,NY,36
NY,8,Campfire,32,NY,36
NY,1,Smoking,27,NY,36
NY,12,Lightning,26,NY,36
NY,12,Debris Burning,26,NY,36
NY,11,Equipment Use,26,NY,36
NY,3,Equipment Use,24,NY,36
NY,3,Campfire,24,NY,36
NY,2,Smoking,24,NY,36
NY,2,Debris Burning,24,NY,36
NY,8,Equipment Use,23,NY,36
NY,6,Equipment Use,22,NY,36
NY,1,Lightning,22,NY,36
NY,7,Powerline,22,NY,36
NY,11,Campfire,22,NY,36
NY,10,Campfire,22,NY,36
NY,10,Equipment Use,20,NY,36
NY,1,Debris Burning,20,NY,36
NY,2,Lightning,19,NY,36
NY,7,Children,17,NY,36
NY,9,Equipment Use,15,NY,36
NY,6,Children,15,NY,36
NY,11,Powerline,13,NY,36
NY,6,Powerline,12,NY,36
NY,11,Children,12,NY,36
NY,6,Campfire,11,NY,36
NY,8,Powerline,11,NY,36
NY,3,Children,10,NY,36
NY,8,Children,9,NY,36
NY,10,Powerline,9,NY,36
NY,10,Children,9,NY,36
NY,11,Structure,8,NY,36
NY,4,Railroad,8,NY,36
NY,4,Structure,8,NY,36
NY,1,Equipment Use,7,NY,36
NY,3,Powerline,7,NY,36
NY,12,Children,7,NY,36
NY,9,Children,7,NY,36
NY,12,Equipment Use,7,NY,36
NY,2,Equipment Use,7,NY,36
NY,5,Railroad,6,NY,36
NY,4,Fireworks,6,NY,36
NY,12,Powerline,6,NY,36
NY,12,Campfire,5,NY,36
NY,9,Powerline,5,NY,36
NY,5,Structure,5,NY,36
NY,8,Structure,4,NY,36
NY,9,Structure,4,NY,36
NY,2,Children,3,NY,36
NY,3,Structure,3,NY,36
NY,7,Railroad,2,NY,36
NY,1,Powerline,2,NY,36
NY,6,Structure,2,NY,36
NY,7,Fireworks,2,NY,36
NY,10,Structure,2,NY,36
NY,7,Structure,1,NY,36
NY,8,Fireworks,1,NY,36
NY,11,Railroad,1,NY,36
NY,12,Structure,1,NY,36
NY,2,Powerline,1,NY,36
NY,2,Campfire,1,NY,36
NY,1,Structure,1,NY,36
NY,5,Fireworks,1,NY,36
NY,2,Structure,1,NY,36
NY,1,Children,1,NY,36
NY,1,Campfire,1,NY,36
ID,8,Lightning,2296,ID,16
ID,7,Lightning,945,ID,16
ID,9,Lightning,518,ID,16
ID,7,Equipment Use,179,ID,16
ID,7,Arson,167,ID,16
ID,8,Equipment Use,166,ID,16
ID,7,Miscellaneous,147,ID,16
ID,8,Miscellaneous,129,ID,16
ID,6,Arson,125,ID,16
ID,6,Lightning,125,ID,16
ID,8,Campfire,124,ID,16
ID,6,Equipment Use,122,ID,16
ID,7,Campfire,92,ID,16
ID,6,Miscellaneous,81,ID,16
ID,9,Miscellaneous,77,ID,16
ID,9,Campfire,73,ID,16
ID,8,Arson,63,ID,16
ID,9,Equipment Use,53,ID,16
ID,10,Campfire,52,ID,16
ID,10,Miscellaneous,48,ID,16
ID,6,Campfire,45,ID,16
ID,7,Fireworks,43,ID,16
ID,5,Miscellaneous,43,ID,16
ID,5,Equipment Use,42,ID,16
ID,5,Lightning,42,ID,16
ID,7,Debris Burning,40,ID,16
ID,5,Debris Burning,32,ID,16
ID,6,Debris Burning,32,ID,16
ID,9,Debris Burning,29,ID,16
ID,8,Debris Burning,28,ID,16
ID,10,Debris Burning,27,ID,16
ID,10,Lightning,27,ID,16
ID,5,Campfire,22,ID,16
ID,4,Debris Burning,21,ID,16
ID,3,Debris Burning,19,ID,16
ID,7,Powerline,17,ID,16
ID,10,Equipment Use,17,ID,16
ID,8,Smoking,17,ID,16
ID,8,Powerline,15,ID,16
ID,10,Arson,13,ID,16
ID,9,Arson,13,ID,16
ID,7,Smoking,12,ID,16
ID,6,Fireworks,12,ID,16
ID,7,Children,11,ID,16
ID,6,Powerline,11,ID,16
ID,4,Miscellaneous,11,ID,16
ID,8,Children,11,ID,16
ID,11,Campfire,10,ID,16
ID,7,Railroad,8,ID,16
ID,9,Fireworks,8,ID,16
ID,9,Smoking,8,ID,16
ID,4,Equipment Use,8,ID,16
ID,11,Miscellaneous,6,ID,16
ID,3,Miscellaneous,6,ID,16
ID,4,Lightning,6,ID,16
ID,5,Arson,6,ID,16
ID,11,Equipment Use,6,ID,16
ID,5,Powerline,5,ID,16
ID,2,Debris Burning,5,ID,16
ID,8,Fireworks,5,ID,16
ID,2,Miscellaneous,4,ID,16
ID,6,Railroad,4,ID,16
ID,7,Structure,4,ID,16
ID,9,Children,4,ID,16
ID,9,Railroad,4,ID,16
ID,10,Smoking,3,ID,16
ID,11,Debris Burning,3,ID,16
ID,3,Equipment Use,3,ID,16
ID,2,Campfire,2,ID,16
ID,1,Debris Burning,2,ID,16
ID,3,Campfire,2,ID,16
ID,11,Arson,2,ID,16
ID,10,Structure,2,ID,16
ID,10,Powerline,2,ID,16
ID,10,Children,2,ID,16
ID,9,Powerline,2,ID,16
ID,8,Railroad,2,ID,16
ID,6,Children,2,ID,16
ID,4,Campfire,2,ID,16
ID,12,Powerline,2,ID,16
ID,12,Campfire,2,ID,16
ID,1,Campfire,1,ID,16
ID,11,Fireworks,1,ID,16
ID,9,Structure,1,ID,16
ID,8,Structure,1,ID,16
ID,5,Railroad,1,ID,16
ID,4,Railroad,1,ID,16
ID,4,Arson,1,ID,16
ID,11,Lightning,1,ID,16
ID,12,Debris Burning,1,ID,16
CA,7,Lightning,1832,CA,6
CA,7,Miscellaneous,1630,CA,6
CA,8,Lightning,1490,CA,6
CA,6,Miscellaneous,1311,CA,6
CA,8,Miscellaneous,1192,CA,6
CA,9,Miscellaneous,1006,CA,6
CA,5,Miscellaneous,896,CA,6
CA,7,Arson,711,CA,6
CA,6,Equipment Use,693,CA,6
CA,9,Lightning,674,CA,6
CA,7,Equipment Use,625,CA,6
CA,10,Miscellaneous,619,CA,6
CA,5,Debris Burning,583,CA,6
CA,5,Equipment Use,551,CA,6
CA,8,Equipment Use,536,CA,6
CA,6,Arson,485,CA,6
CA,8,Arson,450,CA,6
CA,4,Miscellaneous,445,CA,6
CA,4,Debris Burning,439,CA,6
CA,11,Miscellaneous,415,CA,6
CA,9,Equipment Use,404,CA,6
CA,6,Debris Burning,397,CA,6
CA,9,Arson,389,CA,6
CA,11,Debris Burning,387,CA,6
CA,6,Lightning,385,CA,6
CA,5,Arson,336,CA,6
CA,10,Debris Burning,300,CA,6
CA,3,Debris Burning,299,CA,6
CA,1,Debris Burning,295,CA,6
CA,2,Debris Burning,292,CA,6
CA,1,Miscellaneous,291,CA,6
CA,12,Miscellaneous,275,CA,6
CA,7,Debris Burning,256,CA,6
CA,7,Campfire,250,CA,6
CA,3,Miscellaneous,234,CA,6
CA,10,Equipment Use,233,CA,6
CA,10,Arson,230,CA,6
CA,12,Debris Burning,230,CA,6
CA,8,Campfire,230,CA,6
CA,7,Children,226,CA,6
CA,4,Equipment Use,221,CA,6
CA,9,Campfire,216,CA,6
CA,2,Miscellaneous,207,CA,6
CA,9,Debris Burning,198,CA,6
CA,8,Debris Burning,196,CA,6
CA,6,Campfire,195,CA,6
CA,7,Smoking,192,CA,6
CA,6,Children,168,CA,6
CA,6,Smoking,157,CA,6
CA,4,Arson,142,CA,6
CA,5,Smoking,141,CA,6
CA,8,Smoking,140,CA,6
CA,10,Campfire,140,CA,6
CA,5,Children,140,CA,6
CA,8,Children,135,CA,6
CA,10,Lightning,129,CA,6
CA,5,Campfire,128,CA,6
CA,11,Equipment Use,128,CA,6
CA,5,Lightning,121,CA,6
CA,9,Children,115,CA,6
CA,9,Smoking,112,CA,6
CA,1,Equipment Use,106,CA,6
CA,3,Arson,101,CA,6
CA,11,Arson,100,CA,6
CA,12,Equipment Use,93,CA,6
CA,3,Equipment Use,91,CA,6
CA,1,Arson,89,CA,6
CA,2,Arson,78,CA,6
CA,4,Campfire,72,CA,6
CA,10,Children,71,CA,6
CA,4,Smoking,68,CA,6
CA,2,Equipment Use,67,CA,6
CA,1,Campfire,63,CA,6
CA,10,Smoking,60,CA,6
CA,6,Powerline,56,CA,6
CA,7,Powerline,54,CA,6
CA,11,Campfire,53,CA,6
CA,12,Arson,49,CA,6
CA,4,Children,49,CA,6
CA,12,Children,47,CA,6
CA,3,Campfire,47,CA,6
CA,3,Children,47,CA,6
CA,1,Children,44,CA,6
CA,12,Campfire,40,CA,6
CA,11,Children,38,CA,6
CA,8,Powerline,37,CA,6
CA,4,Lightning,36,CA,6
CA,3,Smoking,35,CA,6
CA,2,Children,35,CA,6
CA,2,Campfire,33,CA,6
CA,2,Smoking,29,CA,6
CA,5,Powerline,29,CA,6
CA,10,Powerline,29,CA,6
CA,11,Smoking,29,CA,6
CA,1,Smoking,28,CA,6
CA,9,Powerline,24,CA,6
CA,7,Fireworks,23,CA,6
CA,4,Powerline,23,CA,6
CA,12,Smoking,22,CA,6
CA,12,Powerline,21,CA,6
CA,11,Lightning,15,CA,6
CA,11,Powerline,14,CA,6
CA,7,Railroad,13,CA,6
CA,6,Fireworks,12,CA,6
CA,7,Structure,10,CA,6
CA,1,Powerline,10,CA,6
CA,2,Powerline,10,CA,6
CA,5,Railroad,9,CA,6
CA,5,Structure,9,CA,6
CA,3,Powerline,6,CA,6
CA,3,Lightning,6,CA,6
CA,6,Structure,5,CA,6
CA,1,Structure,4,CA,6
CA,9,Railroad,3,CA,6
CA,9,Structure,3,CA,6
CA,10,Structure,3,CA,6
CA,11,Structure,3,CA,6
CA,2,Structure,3,CA,6
CA,2,Lightning,3,CA,6
CA,3,Structure,3,CA,6
CA,10,Fireworks,2,CA,6
CA,2,Railroad,2,CA,6
CA,4,Railroad,2,CA,6
CA,5,Fireworks,2,CA,6
CA,8,Fireworks,2,CA,6
CA,8,Structure,2,CA,6
CA,12,Structure,1,CA,6
CA,12,Lightning,1,CA,6
CA,12,Fireworks,1,CA,6
CA,8,Railroad,1,CA,6
CA,11,Fireworks,1,CA,6
CA,10,Railroad,1,CA,6
CA,9,Fireworks,1,CA,6
CA,6,Railroad,1,CA,6
CA,4,Structure,1,CA,6
CA,3,Railroad,1,CA,6
CA,1,Railroad,1,CA,6
CA,1,Fireworks,1,CA,6
MT,8,Lightning,1751,MT,30
MT,7,Lightning,988,MT,30
MT,9,Lightning,275,MT,30
MT,7,Miscellaneous,268,MT,30
MT,8,Miscellaneous,249,MT,30
MT,8,Campfire,248,MT,30
MT,7,Fireworks,233,MT,30
MT,9,Miscellaneous,180,MT,30
MT,6,Lightning,165,MT,30
MT,7,Campfire,163,MT,30
MT,7,Equipment Use,136,MT,30
MT,4,Debris Burning,136,MT,30
MT,9,Campfire,132,MT,30
MT,8,Equipment Use,120,MT,30
MT,6,Miscellaneous,109,MT,30
MT,7,Arson,92,MT,30
MT,6,Fireworks,88,MT,30
MT,4,Miscellaneous,86,MT,30
MT,5,Debris Burning,84,MT,30
MT,6,Campfire,84,MT,30
MT,5,Miscellaneous,83,MT,30
MT,10,Miscellaneous,74,MT,30
MT,3,Debris Burning,73,MT,30
MT,4,Arson,62,MT,30
MT,5,Campfire,62,MT,30
MT,7,Debris Burning,60,MT,30
MT,10,Campfire,57,MT,30
MT,9,Equipment Use,57,MT,30
MT,5,Arson,53,MT,30
MT,5,Lightning,51,MT,30
MT,8,Arson,49,MT,30
MT,7,Children,44,MT,30
MT,3,Miscellaneous,43,MT,30
MT,4,Campfire,43,MT,30
MT,8,Debris Burning,42,MT,30
MT,3,Arson,41,MT,30
MT,10,Lightning,36,MT,30
MT,6,Debris Burning,36,MT,30
MT,10,Debris Burning,34,MT,30
MT,8,Children,32,MT,30
MT,6,Arson,32,MT,30
MT,8,Powerline,31,MT,30
MT,8,Fireworks,31,MT,30
MT,9,Arson,30,MT,30
MT,9,Debris Burning,29,MT,30
MT,11,Campfire,27,MT,30
MT,6,Equipment Use,24,MT,30
MT,7,Railroad,24,MT,30
MT,3,Campfire,23,MT,30
MT,5,Children,21,MT,30
MT,3,Children,21,MT,30
MT,10,Equipment Use,21,MT,30
MT,9,Children,21,MT,30
MT,10,Arson,20,MT,30
MT,8,Railroad,19,MT,30
MT,4,Children,19,MT,30
MT,6,Railroad,19,MT,30
MT,8,Smoking,18,MT,30
MT,7,Powerline,16,MT,30
MT,11,Miscellaneous,16,MT,30
MT,9,Powerline,15,MT,30
MT,6,Children,14,MT,30
MT,7,Smoking,14,MT,30
MT,9,Fireworks,12,MT,30
MT,4,Lightning,12,MT,30
MT,5,Powerline,11,MT,30
MT,3,Railroad,10,MT,30
MT,2,Arson,10,MT,30
MT,2,Miscellaneous,9,MT,30
MT,7,Structure,9,MT,30
MT,5,Equipment Use,9,MT,30
MT,3,Equipment Use,8,MT,30
MT,5,Smoking,8,MT,30
MT,5,Railroad,8,MT,30
MT,4,Equipment Use,8,MT,30
MT,1,Debris Burning,8,MT,30
MT,9,Structure,8,MT,30
MT,9,Railroad,8,MT,30
MT,10,Children,7,MT,30
MT,11,Debris Burning,7,MT,30
MT,12,Campfire,6,MT,30
MT,11,Arson,6,MT,30
MT,6,Powerline,6,MT,30
MT,2,Campfire,6,MT,30
MT,1,Miscellaneous,6,MT,30
