geoid,month,year,longitude,awnd,latitude,prcp,avg_temp,fire_size
01001,2,2015,-86.54577166666667,7.507212023537786,32.617,0.0,13.46812972495912,16.0
01003,2,2015,-87.72355646875,7.528699526582915,30.82004940625,0.012812500000000001,13.811664091045975,27.7921875
01005,2,2015,-85.662419,7.502989229182763,31.65432,0.0,13.457197442878083,25.0
01007,2,2015,-87.08965228571428,7.5096882132770615,32.94718785714286,0.017949046986636328,13.988150695538334,14.778571428571428
01009,2,2015,-86.72726846153847,7.500603519164892,33.88963561538462,0.0,13.876384355459475,7.815384615384615
01011,2,2015,-85.750994,7.501758141183506,32.0428564,0.0,14.580820898933467,33.260000000000005
01013,2,2015,-86.74463752631578,7.1383060473230096,31.702744894736846,0.08842105263157896,14.36720837999038,66.38947368421053
01015,2,2015,-85.90218599999999,6.857187723032144,33.79787033333333,0.0,12.641333561177262,10.200000000000001
01017,2,2015,-85.3835775,7.491155837816691,32.926566333333334,0.0,15.666666666666666,1.6166666666666665
01019,2,2015,-85.5414632,7.485635206197213,34.2634674,0.00313589302747189,11.78983617003688,22.75
01021,2,2015,-86.635914,7.505989777511534,32.887286555555555,0.0,13.473197095034672,2.933333333333333
01023,2,2015,-88.29006221052632,7.529472713700362,31.97562457894737,0.025789473684210525,13.299636027357774,4.502631578947368
01025,2,2015,-87.78529673333333,7.524482974721669,31.662535733333335,0.0,12.48664415658327,11.42
01027,2,2015,-85.935025356,7.496035272092358,33.246505712,0.10400000000000001,12.247013309293893,32.239999999999995
01029,2,2015,-85.3599692,7.484111770919881,33.635093999999995,0.03140822467173032,15.2,34.0
01031,2,2015,-86.026204,7.508854620412578,31.2605055,0.0,15.0,1.55
01033,2,2015,-87.92180109090909,7.578537066517432,34.762817727272726,0.0,13.97451004146241,7.5181818181818185
01035,2,2015,-86.9509563,5.901865991804759,31.4084565,0.0,17.95169063650987,21.28
01037,2,2015,-86.174685,7.501879179736299,32.856224166666664,0.0,14.90097349737969,10.166666666666666
01039,2,2015,-86.4292092,6.432774788829707,31.1425884,0.02968029081391365,16.3,16.68
01041,2,2015,-86.334805625,7.509342539562787,31.798971125,0.0,13.8125,21.95375
01043,2,2015,-86.99217999999999,7.5029101409720536,34.095859857142855,0.0,13.611079375647986,25.285714285714285
01047,2,2015,-87.11195925,7.512781366167109,32.44220625,0.1675,13.120329670746122,16.125
01049,2,2015,-85.7167203445,7.484437416069814,34.544295039000005,0.21556450140363811,12.755017310831704,19.854
01051,2,2015,-86.019019,7.501319618832238,32.534295,0.0,13.451611821080819,20.033333333333335
01053,2,2015,-87.2172585,7.5231167232170835,31.103426863636365,0.005762569288149863,13.871432291700637,36.36590909090909
01055,2,2015,-86.091011,7.493320162378882,34.06299,0.0,12.45331956700781,8.866666666666667
01057,2,2015,-87.5887735,7.511692963521809,33.620537999999996,0.0,13.743628559465662,11.0
01059,2,2015,-87.9392146,7.509341931406152,34.3819396,0.0,14.684459201328469,11.24
01061,2,2015,-85.972402,7.510974356590456,31.085044666666665,0.32666666666666666,11.166666666666666,19.333333333333332
01063,2,2015,-87.8592605,7.51949959893169,32.7665455,0.0,13.508640560347422,60.0
01065,2,2015,-87.59852066666666,7.516392299956711,32.78762988888889,0.0,14.60930530634021,8.822222222222223
01067,2,2015,-85.356824,7.498839976398005,31.670919,0.0,12.0,1.0
01069,2,2015,-85.392125,7.503693267519582,31.089997,0.0,13.459435876043884,0.1
01071,2,2015,-85.96657181818182,7.487849580792633,34.778586636363634,0.0009090909090909091,13.651370661291025,1.5090909090909093
01073,2,2015,-86.91806600000001,7.668467635620437,33.639253,0.0,21.5,5.5
01075,2,2015,-88.1602435,7.515412352360437,33.88161,0.0,13.495841416272516,1.6
01077,2,2015,-87.84480959999999,7.50676043637543,34.922161,0.0,13.465743645862315,8.74
01079,2,2015,-87.27419675,7.5028015276104325,34.51085775,0.0,12.863153056883721,24.75
01081,2,2015,-85.163875,7.490660875917159,32.550931,0.0025,13.69103978078157,6.3375
01083,2,2015,-86.921542625,7.021199918492417,34.7987615,0.0,14.452183948528383,2.2
01085,2,2015,-86.55024499999999,7.183675807617706,32.1228444,0.0,13.4,21.240000000000002
01087,2,2015,-85.68489672727273,7.497280486540183,32.358594545454544,0.007272727272727273,13.442890262487525,28.463636363636365
01091,2,2015,-87.86321542857142,7.520999611817488,32.24752771428572,0.0,12.255956966163163,30.417857142857144
