geoid,month,year,longitude,awnd,latitude,prcp,avg_temp,fire_size
01001,3,2011,-86.47865413333334,8.044272843193829,32.548896066666664,0.0,15.547344884106964,62.333333333333336
01003,3,2011,-87.69513517,8.071466648700063,30.749606784999997,0.010499999999999999,11.541003381473693,26.04
01005,3,2011,-85.49473214,8.040186629801832,31.7740442,0.0,12.482428935450235,29.9
01007,3,2011,-87.2108788525,8.051201964647106,32.957750725,0.0,15.581799606104715,34.275
01009,3,2011,-86.62465985,8.040783029786013,33.970006775,0.0,13.971118322780129,25.0625
01011,3,2011,-85.7934051,8.040378736730084,31.986005,0.0,14.25,13.5
01013,3,2011,-86.69607984,7.383719051202023,31.730900600000002,0.15,14.470350349213414,14.959999999999999
01015,3,2011,-85.90118606666665,7.962864892064782,33.767055166666665,0.3466666666666667,11.757493807516155,23.133333333333336
01017,3,2011,-85.3761311,8.031827021282552,32.8574566,0.0,20.5,15.0
01019,3,2011,-85.5573856,8.030662525808353,34.1714071,0.0,14.0,616.0
01021,3,2011,-86.63117656,8.049659504589503,32.85381276,0.0,15.164305167031046,14.6
01023,3,2011,-88.31692592499999,8.066750997786075,32.0027270125,0.0,13.891426510681974,14.9375
01025,3,2011,-87.77256285,8.063794890474092,31.53497135,0.0,13.88246860435242,36.6
01027,3,2011,-85.7888424,8.034050952588643,33.2035834,0.0,22.5,3.7
01029,3,2011,-85.37876406000001,8.02760164953534,33.66402522,0.248,13.761531389132244,18.0
01031,3,2011,-85.96185152000001,8.048807313568805,31.377436080000003,0.0,12.795833259081618,8.34
01033,3,2011,-87.71807179999999,7.828916125894892,34.65484145,0.0,15.912951978415201,34.0
01035,3,2011,-87.12631993333332,4.1000000000000005,31.327167333333335,0.0,18.0,10.666666666666666
01037,3,2011,-86.2609044,8.038485462941416,33.06763,0.0168538243810426,13.801507605653207,14.5
01039,3,2011,-86.3768729,4.92,31.261604,0.0,10.5,25.0
01041,3,2011,-86.30231796666668,8.050099700897443,31.716195533333334,0.0,12.0,35.0
01043,3,2011,-86.79109195000001,8.037824165618549,34.2098295,0.205,12.144759325679054,30.0
01047,3,2011,-87.03204997142858,8.054664257875938,32.42636161428572,0.0,14.644279118009084,7.8
01049,3,2011,-85.6545524,8.026277218528959,34.576822025,0.0375,14.565989800838407,36.5
01051,3,2011,-86.17226305,8.040498732532198,32.6187966625,0.0,13.644044765002587,6.45
01053,3,2011,-87.280661,8.065088467819953,31.136390755555553,0.0,13.792181714753134,29.11111111111111
01055,3,2011,-85.9580773,8.029761300652765,33.995878524999995,0.0,14.569866357748145,42.5
01057,3,2011,-87.75227946666666,8.054590536672722,33.76660626666666,0.0,18.10996778011963,18.333333333333332
01059,3,2011,-87.82333525,8.049661672189238,34.41990975,0.0,14.16832513093517,1.05
01061,3,2011,-85.99448720000001,7.321214142665172,31.05886575,0.0,16.25,14.275
01063,3,2011,-87.84861245,8.05670387570756,32.8891239,0.0,13.858375572103183,12.5
01065,3,2011,-87.5322045,8.05491092669498,32.5784142,0.0,9.5,15.0
01067,3,2011,-85.2828651,8.039378403604184,31.34332925,0.0,14.0,2.4
01069,3,2011,-85.47119515,8.041701234676875,31.178679799999998,0.0,13.812613823745608,9.925
01071,3,2011,-85.860614,8.02813896096481,34.6026732,0.0,13.75978302990864,0.2
01073,3,2011,-86.81435448571429,8.044263782127961,33.58448732857143,0.0,13.840307373582046,7.3
01075,3,2011,-88.04328353333334,8.052512768536138,33.85158313333333,0.0,14.447642991546308,2.3666666666666667
01079,3,2011,-87.22967193333334,8.041306248106117,34.649046399999996,0.0,15.0,18.666666666666668
01081,3,2011,-85.4145228,8.034161921779887,32.56554150714286,0.0,14.044980162193516,38.26428571428572
01083,3,2011,-87.12695068000001,8.624516034917065,34.75979436,0.0,14.439598586773817,12.35
01087,3,2011,-85.68019286799999,8.03876451736943,32.361184136,0.0,14.32749381087057,34.8
01089,3,2011,-86.43361276666667,8.034945810942508,34.71869376666667,0.0,13.77759832725602,10.033333333333333
01091,3,2011,-87.69719906666667,8.061132840977955,32.23797426666667,0.0,14.40709557264114,7.333333333333333
01093,3,2011,-87.82849414,8.049265261010444,34.1359619,0.0,11.132515462380008,38.0
01095,3,2011,-86.35429930000001,8.035425081346249,34.29380895,0.0,13.78254371647663,11.5
01099,3,2011,-87.26430928571428,6.393542330495093,31.552153828571427,0.0,15.156100372841808,23.728571428571428
01101,3,2011,-86.26101666666666,8.043583253655251,32.25146776666667,0.0,12.937817071746187,11.166666666666666
01103,3,2011,-86.82618488,7.90836942851909,34.52409042000001,0.006699206197789601,13.036545313123344,5.34
01105,3,2011,-87.34185750500001,8.056228476967213,32.702627559999996,0.0,16.75,13.0
01109,3,2011,-85.8285312,8.831163830346643,31.8075331,0.0,13.654932042882804,7.0
01111,3,2011,-85.53073405,8.032867198696428,33.279774875,0.008430182418282275,11.581349967874303,8.3125
01113,3,2011,-85.21941864,8.034173973348175,32.32184365,0.0033904424704060904,13.782886029722897,21.6
01115,3,2011,-86.29942277500001,8.036733923974785,33.731110675,0.0,13.790865028683834,8.875
01117,3,2011,-86.5504653,8.041682924846016,33.23191635,0.04894260895781561,14.008686613160584,75.33333333333333
01119,3,2011,-88.27520667499999,8.062234904316465,32.608808075,0.0,15.282876591270593,27.625
01121,3,2011,-86.20733756666667,8.038888086807075,33.36773568888889,0.0,14.206485679185754,22.27777777777778
01123,3,2011,-85.85948468000001,8.039645718762815,32.90893695,0.0033814043833238798,13.83465825979373,42.87
01125,3,2011,-87.472432112,8.054002388949453,33.163602146,0.0,13.805116410195666,45.4
01127,3,2011,-87.18228342857142,8.048334264632432,33.8115979,0.0,14.302229300627998,11.142857142857142
01129,3,2011,-88.1458166,8.072094297630965,31.27900188,0.0,14.239121252487234,22.06
01131,3,2011,-87.49696899999999,8.058061356498714,32.00716286666667,0.0,13.863919611761943,4.566666666666666
01133,3,2011,-87.34727713333332,8.043439614232783,34.0996608,0.03349179367183643,14.333333333333334,8.033333333333333
