geoid,longitude,latitude,population_density
05051,-93.11016465023715,34.563573446284586,45.911689505928855
05053,-92.39841765975103,34.30201491701244,31.171175
05055,-90.52582871428571,36.09020342857143,17.63302428571429
05057,-93.64880463457747,33.674512378732395,6.31455602112676
05059,-92.93904880191694,34.34518560063898,32.11232488817891
05061,-93.99496523559999,34.0640520344,12.613600035000001
05063,-91.64327541818182,35.78336749818182,9.6640365
05065,-91.91462494084578,36.1044262000995,10.436842360696517
05067,-91.438216,35.518015999999996,7.181152833333333
05069,-92.09155651020409,34.22584035714286,27.458713000000003
05071,-93.48260579357142,35.52816595221429,17.118773514285714
05073,-93.55511796969698,33.2657205050505,12.261834999999998
05075,-91.16732717857143,36.09273660714286,7.517788089285714
05077,-90.71888889,34.710694445,38.78518
05079,-91.811683390625,33.9365514375,6.454243125
05081,-94.24810901020409,33.727204306122445,8.281350974489795
05083,-93.7894171593985,35.18055159548872,40.70389796992481
05085,-91.93712351724137,34.84856655172414,42.05654025862069
05087,-93.68088466657143,36.036594253714284,11.686634571428572
05089,-92.6748080093458,36.21724795327103,18.124085
05091,-93.93398758505748,33.27131321992337,22.355067440613027
05095,-91.182784875,34.633994375,4.9736965
05097,-93.65430889503938,34.52636957338583,21.94784232283465
05099,-93.33145824242425,33.64495646666666,6.577905809090909
05101,-93.18482974622516,35.97998897721855,12.112697741721854
05103,-92.8861153812709,33.572905846153844,7.712037692307692
05105,-92.88927213592592,34.95436216881481,89.25819944444444
05107,-90.802547866,34.519411644,24.9028319
05109,-93.62809937142858,34.15024412142857,30.323729275000005
05111,-90.678875,35.684912499999996,11.092885
05113,-94.24534934074073,34.48899775814815,10.22672950925926
05115,-93.01392258065216,35.40235351130435,37.796958043478256
05117,-91.61174885714286,34.889587999999996,4.883678642857142
05119,-92.3547967131783,34.744868945736435,181.62219406976743
05121,-91.11613878787878,36.3358643030303,9.579799765151515
05123,-90.9153298275862,35.02266717241379,37.03490248275862
05125,-92.61425405360947,34.60777061804733,163.31877877218935
05127,-94.10827809,34.89553327704918,22.619355659836067
05129,-92.71105053280954,35.939369981,14.118114142857143
05131,-94.31660664397958,35.15823577102041,72.18261389795919
05133,-94.24064325575472,33.988012823867926,8.280426448113207
05135,-91.49519732283464,36.15708466141733,7.579622799212599
05137,-92.18997759461539,35.8766022221978,12.651195060439562
05139,-92.62595308907802,33.18363409138298,3.206383
05141,-92.5084592992126,35.582705930078745,22.22816566929134
05143,-94.22310964967392,35.96015817630435,67.74717485869564
05145,-91.80080336809816,35.28852473006135,13.599581990797546
05147,-91.28139014285715,35.11215385714286,4.613625071428571
05149,-93.40665965415094,35.02943645688679,27.833657783018868
06001,-121.82585425529032,37.68102443816129,557.0330316290323
06003,-119.82780605460123,38.60760388570552,3.2563077907975457
06005,-120.70877792838927,38.4139076509396,14.187211719798658
06007,-121.5909973374062,39.60436161031811,16.934935055872756
06009,-120.59397936758504,38.196835488248304,13.226353078231293
06011,-122.2912514895238,39.19448220071428,9.492764000000001
06013,-121.9869125865465,37.94698053996205,589.5162307400379
06015,-124.03329090114536,41.71618508506607,23.117434115418504
06017,-120.6785017404341,38.75379366788477,75.52660187292817
06019,-119.68967358231727,36.73905319635084,32.87383917325393
06021,-122.39950949400001,39.572770905000006,19.051610250000003
06023,-123.76901205125763,40.90542253226496,8.485590385775335
06025,-114.99930294636363,32.85378782048951,94.41978518257693
06027,-118.18642332135295,36.88954147705882,3.467733670941177
06029,-118.80168441986036,35.33153916716434,68.29903629889903
06031,-119.76851755932204,36.172236652542374,115.87543162288134
06033,-122.71637931933986,38.989090998875305,8.19030522616137
06035,-120.69021754429615,40.60461914294333,1.4548489349817186
06039,-119.86866282517298,37.12411972878089,27.700228171540363
06041,-122.6310442768148,38.01137878866667,958.0877033333334
06043,-119.86860705578572,37.606913499119045,7.8368978148809525
06045,-123.3898336857824,39.44636915306846,12.989317357579463
06047,-120.65865039719625,37.26973217256231,49.069658099688475
06049,-120.80954509221992,41.59291189232365,0.8380716427385893
06051,-119.03635134861952,37.973732783097645,0.6802179767340067
06053,-121.4190117446507,36.384596959001996,20.800903806387222
06055,-122.34138961728395,38.432549959876546,152.93903344444445
06057,-120.86627964869231,39.254298307,30.8462749
06059,-117.79546651,33.69649632871585,733.2361034153006
06061,-120.95522839303872,38.986447985766,334.68214917297973
06063,-120.78839622171141,40.02351686548658,2.933279136744966
06065,-116.8735362485075,33.77388031938142,320.09561273876466
06067,-121.31094382574662,38.58417041751132,483.0907933257918
06069,-121.3232779925926,36.7588371037037,25.018619555555553
06071,-117.0824459072481,34.33946277972292,330.014169173733
06073,-116.8778281183412,32.96173579383007,338.79065768037765
06075,-122.45048979166667,37.75371466666667,1748.6274999999998
06077,-121.27754941485804,37.92081284921135,224.82172815457415
06079,-120.60636025065934,35.40269286182104,10.48569717032967
06081,-122.37387104682244,37.51084479172897,1196.1487981308412
06085,-121.74295470557841,37.174374234061695,80.22896375321338
06087,-121.9768547568421,37.03244049835789,240.82359639999999
06089,-122.14677452558664,40.666474394630924,32.980463178865584
06091,-120.41210710326087,39.56809238429348,6.579637076086957
06093,-122.57851581937705,41.58401895082787,2.8174893913114754
06095,-122.0396600542857,38.344595610559004,245.11704428571426
06097,-122.82513784892207,38.4742445102987,129.7880840357143
06099,-120.89046751653409,37.66912525232954,46.41078700284091
06101,-121.64058950215188,39.13222013215189,89.117032278481
06103,-122.19825919960917,40.09490156083558,26.25028536725068
06105,-123.12331223336898,40.64597037256684,15.39243449304813
06107,-118.78148760018611,36.198137138039705,23.957905626364763
06109,-120.17267010233334,38.000409561333335,11.050286760902777
06113,-121.90656104712043,38.692345240837696,301.4624632251309
06115,-121.39570758484234,39.2736811488964,40.98505320833333
08001,-104.81826745678572,39.885650876547615,16.728613970238094
08003,-105.60523402538462,37.58890811,0.7681740384615385
08005,-104.80958129496403,39.6389690647482,35.366648489208636
08007,-107.1106927384984,37.21206963549521,3.7304885255591054
08009,-102.6064649576923,37.12164017153846,0.49320625
08011,-102.952795875,38.011475,0.9009301587499999
08013,-105.34956740598214,40.053742297633924,263.0191292410714
08014,-105.05769444444445,39.942305555555556,442.9933138888889
08015,-106.11625834396226,38.71057215962264,6.398388933962265
08017,-102.83685,38.872175,0.55366445
08019,-105.65383137235294,39.698024837058824,460.1483
08021,-106.17280136043479,37.1830391126087,1.4696165
08025,-103.82494285714286,38.24254285714285,2.5804525
08027,-105.266189037,38.14150614833333,18.490373316666663
08029,-107.72901391866667,38.85725290733333,1.9930132475
08031,-104.92884999999998,39.724830000000004,187.6345328
08033,-108.65478228384616,37.72639122192308,0.49830778394230774
08035,-104.99747055972222,39.36460532402777,33.92679995370371
08037,-106.7955673010648,39.65095099291666,11.5317106875
08039,-104.51191515000001,39.40363485,3.689542990909091
08041,-104.76630141580524,38.88277619771535,4.267128071161048
08043,-105.27672117895928,38.43906713117647,17.123136916289592
08045,-107.8563044308209,39.53127865223881,9.544486492145523
08047,-105.52125454368422,39.88457150263158,460.1483
08049,-105.99169648951613,40.07951874370968,176.73469487903225
08051,-107.05579924928571,38.618820504999995,2.7294406642857143
08053,-107.24235146085714,37.64293717428571,1.4463099895714286
08055,-105.06695590578947,37.6774916668421,0.695478347894737
08057,-106.42712396285714,40.72240252428571,0.5867000547619048
08059,-105.1791019810606,39.59416320117424,336.5565790909091
08063,-102.67050444466666,39.302799259333334,1.9505289666666665
08065,-106.35158950466666,39.15642787466666,7.2026745000000005
08067,-107.83760891294537,37.23452968159145,4.064367546817102
08069,-105.30657991783934,40.53740518240997,103.80092656523544
08071,-104.62595640893333,37.25367511706667,1.5293381922666667
08073,-103.655,38.745278,0.081803995
08075,-103.20912222222222,40.60084444444445,8.9594165
08077,-108.57908434066098,39.05193478068231,17.201938312673775
08079,-106.90164851833333,37.54056592566667,2.8766611065000003
08081,-108.4178596901269,40.53653780401015,0.22558357835025378
08083,-108.58881955934959,37.29855229319106,2.9715927153455284
08085,-108.30310522968628,38.376023172509804,0.8820293994117647
08087,-103.85886666666666,40.24159166666667,1.5969746666666669
08089,-103.66032623500001,37.98619598777778,1.56761515
08091,-107.80426296172415,38.22646873551724,0.4574837401724137
08093,-105.60783305949275,39.12382504043478,27.33563288405797
08095,-102.3418125,40.6125375,2.2006709375
08097,-107.01300904,39.23692826681818,9.14407225
08099,-102.55761212121213,38.09806666666667,0.9907008227272726
08101,-104.62630746756493,38.227014538246756,3.305938421818182
08103,-108.40482185275435,39.99955818578164,0.3201306895781637
08105,-106.44723339611112,37.54799251888889,3.969846
08107,-106.88457545454546,40.52348253781818,1.2671912636363636
08109,-106.27933005914893,38.10204491468085,3.7275248617021277
08111,-107.7597916675,37.684375,0.100570565
08113,-108.49295595204545,38.05894219977272,0.8433840651136364
08115,-102.25104999999999,40.9243,2.2566615
08117,-106.06768952835617,39.5904371379452,91.62861821232877
08119,-105.16082991249999,38.9550251856,10.10591502
08121,-103.0123445,40.08293883333334,1.4933100750000001
08123,-104.74814369003086,40.327537174135806,16.645655669753086
08125,-102.61399263333334,40.168521325,1.693731125
09001,-73.35269577833333,41.27370495333333,483.5874599999999
09003,-72.74065721346155,41.83642264038462,126.3575048076923
09005,-73.18144163399559,41.78499866688742,131.1244923289183
09007,-72.53642477516483,41.478004595824174,161.5956857142857
09009,-72.9826162520904,41.424128166101696,287.88652937853107
09011,-72.17538089,41.528528394000006,242.0603395
09013,-72.36418356923076,41.86204272596154,128.70640240384614
09015,-71.97267181691177,41.82941960220588,395.5343856617647
10001,-75.47322175,38.98697325,97.76143499999999
10005,-75.36804608674419,38.69535389023256,90.24044465116278
11001,-77.00680833333332,38.906908333333334,610.7813249999999
12001,-82.29577003745318,29.68488913857678,108.09368295880151
12003,-82.25309934884616,30.320979507564104,18.442755653846156
12005,-85.603762094,30.290764401692307,10.486388900000001
12007,-82.14403459119497,29.944362264150943,82.31853163522013
12009,-80.75829118707246,28.38488778605797,53.15970434782609
12011,-80.50511148958334,26.1515526875,986.2000750000001
12013,-85.21025510204082,30.4112306122449,12.263442020408162
12015,-82.00885766423357,26.91233905109489,108.2969904379562
12017,-82.47750400000001,28.876329000000002,89.86350522500001
12019,-81.87626680497925,30.005376763485476,225.47606672199174
12021,-81.44164919098696,26.165869237411545,85.86191773743016
12023,-82.65197812741259,30.154923543181816,35.51824490034965
12027,-81.881825,27.166393749999997,37.411098749999994
12029,-83.11811420598174,29.62167451547945,28.83619014611872
12031,-81.68469774502415,30.316492136328502,284.30434864734303
12033,-87.36579880239522,30.635239520958084,170.02697934131737
12035,-81.29625404411765,29.4693375,131.95941029411765
12039,-84.6214603448276,30.59011551724138,52.40326086206897
12041,-82.78997475728154,29.71231359223301,107.80354999999999
12043,-81.30416561085973,26.919992307692308,38.408081289592765
12045,-85.26035813953489,29.98572441860465,9.760307290697675
12047,-82.99808398058252,30.504061650485436,26.488018713592233
12049,-81.79414301075269,27.508461290322582,21.132609623655913
12051,-81.23987933103626,26.611546057564766,48.80756983160622
12053,-82.42084774774774,28.554593693693697,125.17081959459459
12055,-81.4075653186813,27.37628056654945,21.578413857142856
12057,-82.28683580246913,27.865441975308645,262.85771604938276
12059,-85.82196713286714,30.843903496503497,18.941760454545452
12061,-80.54027207207207,27.69691891891892,327.50175
12063,-85.23504241071429,30.783899107142854,20.957087901785712
12065,-83.89510170454545,30.457648261363637,47.00041107954546
12067,-83.18264153846154,30.01443692307692,20.879106884615386
12069,-81.64145759459016,28.820297414327868,393.1133675409836
12073,-84.3452939069355,30.415702150725807,94.7354133064516
12075,-82.70071313572483,29.293737847960685,107.48005447174447
12077,-84.88716444428572,30.24034677247619,86.48770602857144
12079,-83.4228693379791,30.463379442508714,27.662390731707315
12081,-82.2729969387755,27.472634693877552,191.7599469387755
12083,-82.00578911325111,29.188633781928253,138.6201451793722
12085,-80.36592110194174,27.10261008737864,296.65731796116506
12086,-80.48791146454919,25.58228335409836,1315.7991465163934
12089,-81.78031202933883,30.594748438966942,121.24745120454546
12091,-86.61821355284553,30.831872894308944,22.83661093495935
12093,-80.87159274193547,27.38088427419355,247.31137985887096
12095,-81.20025288514768,28.499194937679324,327.072664556962
12097,-81.17712112617284,28.12807503358025,206.57928166666665
12099,-80.34788758651315,26.718201548355264,481.77913421052637
12101,-82.48838271604939,28.310283950617283,249.60155
12103,-82.69314285714286,28.079735714285714,252.1161857142857
12105,-81.69840520959707,27.905615425311357,100.08706245421244
12107,-81.74971289640872,29.601171516944447,133.2084398809524
12109,-81.4295854037267,29.902372981366458,200.68033260869566
12111,-80.45694366197183,27.37848028169014,291.38175
12113,-86.98455049655172,30.70465283908046,74.36119565517242
12115,-82.21085551020408,27.085077959183675,152.56185306122447
12117,-81.1549241935484,28.725298387096775,518.30115
12119,-82.07455606060606,28.677989393939395,206.13558113636364
12121,-82.9875432835821,30.203390149253732,22.588045029850747
12123,-83.58839963898917,30.038849819494583,11.277065671480145
12125,-82.37867164354167,30.02352928239583,54.582798333333336
12127,-81.15695692166666,29.018351089849727,234.5224700819672
12129,-84.41368878616822,30.167043965794395,105.11571845327101
12131,-86.1531882907317,30.628043956585365,48.31024308780488
12133,-85.64354655172414,30.629504310344828,17.931186172413792
13001,-82.32676969443244,31.767515576081085,12.801285945945946
13003,-82.8788700021519,31.304510926582278,24.51542765822785
13005,-82.47260603347561,31.557935723841467,14.731863170731707
13007,-84.44056029266667,31.319510483733332,12.98007
13009,-83.24247285949686,33.05568872207547,25.490385754716982
13011,-83.52251465972222,34.36398823361111,39.929085
13013,-83.73383630744681,33.98351771531915,59.68699595744681
13015,-84.84675729982955,34.24106746335227,295.05319034090905
13017,-83.222266835625,31.75848734283654,15.054917259615385
13019,-83.2270968195327,31.257126993177568,25.046829999999996
13021,-83.68333518828125,32.797847794375,10.68791
13023,-83.32568191145945,32.416374633459455,18.328926864864865
13025,-81.97546902933071,31.20767544972441,58.012902736220475
13027,-83.55635053608465,30.865553644814817,49.10339634920635
13029,-81.45200718681035,32.05244438094827,83.78141978448276
13031,-81.74528479700326,32.406169704527684,72.94135182410425
13033,-81.9855142043769,33.09760529586626,44.04781480243161
13035,-83.93427978940001,33.2794366922,54.994884199999994
13037,-84.6599003860345,31.547476160517242,40.40432827586207
13039,-81.66499372984732,30.90660016167939,92.47077660305344
13043,-82.07321215513812,32.401555471049726,34.78668566298343
13045,-85.07438357116072,33.61553184758929,271.4272167857143
13047,-85.13332462,34.91186690023256,81.89814604651164
13049,-82.07253974505792,30.744844910231663,24.668724420849422
13051,-81.21481607071429,32.08767425833334,89.45148672619048
13053,-84.72204792433334,32.28578952,18.790985
13055,-85.368297779558,34.45252381779005,65.35878709944751
13057,-84.49378238439394,34.265145062121206,325.36569999999995
13059,-83.34975932461538,33.98567692538462,57.24604192307693
13061,-84.97405562657895,31.61917380657895,32.57313184210526
13063,-84.33256196,33.52589587666667,579.211075
13065,-82.72297023041666,30.941716220416666,11.295409385416667
13067,-84.55909691571428,33.91340842142857,735.0573071428571
13069,-82.8446984766579,31.539137387210527,16.950371013157895
13071,-83.76109171576792,31.17730314112628,25.04683
13073,-82.25014128865384,33.499270922403845,76.62868557692308
13075,-83.43238885051282,31.142587709615384,25.04683
13077,-84.76019993520661,33.349441504628096,163.30710371900824
13079,-83.93861774444,32.699942172440004,11.9519532
13081,-83.7644041313669,31.93168420848921,15.85918917266187
13083,-85.50618929171429,34.87332596266666,82.54726500000001
13085,-84.13855483577464,34.41796161690141,283.86135492957743
13087,-84.57372781149999,30.8850095655,41.284036900000004
13089,-84.1327401125,33.6542994225,898.93395
13091,-83.17514316546135,32.189935999800504,19.10317026184539
13093,-83.79724451544118,32.13888941345588,19.102125
13095,-84.16980275448276,31.540184934655173,40.04692448275863
13097,-84.78123266541667,33.707849974999995,898.93395
13099,-84.91054462544379,31.31315031319527,21.428367337278107
13101,-82.95989539881579,30.732609780921052,26.33528982236842
13103,-81.32838764295833,32.3550831535,89.12728983333334
13105,-82.8860258487255,34.12123278549019,43.901114117647055
13107,-82.32009032272727,32.596352915454545,12.94221468058968
13109,-81.904133505,32.17257136617187,95.63154234375
13111,-84.2983366781579,34.89761969526316,26.723035000000003
13113,-84.52546497,33.422089988888885,259.4882
13115,-85.20400349690821,34.239680721352656,58.96245050724637
13117,-84.08271690714285,34.244392420357144,284.58904071428566
13119,-83.21872197702127,34.393070231276596,39.806885
13121,-84.58140042916666,33.6314193075,883.0014986111111
13123,-84.47751969964912,34.68565782877193,26.723035000000003
13125,-82.6007995021212,33.23127724545455,90.79871
13127,-81.5931325990991,31.246731553153154,77.420075
13129,-84.89248583050001,34.495416272,168.54343618749996
13131,-84.24000865449074,30.879599313194444,40.9542362037037
13133,-83.15457414154929,33.57465048211267,60.9427735915493
13135,-83.92862890090909,33.97446456181819,98.16116181818182
13137,-83.53241984249999,34.617246287499995,34.607993823529405
13139,-83.82136906096491,34.30677305114035,42.43291495614035
13141,-82.99279704060109,33.24287930710383,62.276679918032784
13143,-85.23918433041045,33.80278841,49.94289
13145,-84.8721210918421,32.73881835008772,27.86261026315789
13147,-82.97562333739131,34.34957252521739,42.149920217391305
13149,-85.11342009690141,33.28647214690141,39.84751725352112
13151,-84.15774546867647,33.45748004602941,341.55461227941174
13153,-83.69087350180645,32.44527790974194,16.442147354838713
13155,-83.28303784852112,31.61405512866197,15.428445915492958
13157,-83.55562875000001,34.0905156,39.929085
13159,-83.69861761469026,33.32811352752213,31.46365331858407
13161,-82.63496516931973,31.809234282993195,12.738165
13163,-82.42047786959596,33.07775720569023,69.27063996632997
13165,-81.94423545784616,32.77376031553847,11.042373807692307
13167,-82.65719121421986,32.699482648297874,10.87575
13169,-83.56270911555555,33.00476733015873,20.160610873015873
13171,-84.15261014984127,33.07836261190476,115.13217999999998
13173,-83.05984410975904,31.042508521325303,30.771683180722892
13175,-82.91379148372572,32.47674283555428,16.660099314285716
13177,-84.1489151532258,31.770020751612904,48.84533258064516
13179,-81.49367350472868,31.79451118968992,60.66737
13181,-82.47001560983334,33.80074260733333,57.305925
13183,-81.76049362905556,31.76533652066667,60.66737
13185,-83.24568768661764,30.830389947892158,49.601077058823535
13187,-83.99702061306219,34.535662270239236,75.79891784688995
13189,-82.4657112162431,33.461577781381216,80.99143041436464
13191,-81.4090035485926,31.500874034296295,69.72624011111111
13195,-83.17411450851064,34.12146916872341,39.929085
13197,-84.51805873865801,32.406812867705625,18.226563679653676
13199,-84.68488458628379,33.0462599777027,87.98409702702702
13201,-84.75707681824561,31.159875308070177,12.98007
13205,-84.19355682307693,31.222564209725274,13.046370879120879
13207,-83.91809139446043,33.021629036906475,35.992182338129496
13209,-82.51912111183545,32.18214739544304,21.85301563291139
13211,-83.466686415,33.58836734214286,64.52008809523811
13213,-84.77532455404494,34.76884187483146,26.723035000000003
13215,-84.906599232,32.467212082,18.052977499999997
13217,-83.8817064910145,33.54701439304348,95.55252710144929
13219,-83.43472633304349,33.81854904304348,68.06914
13221,-83.10781626007352,33.88690007602941,64.79153963235295
13223,-84.86031765676191,33.91311884533334,746.6316346666666
13225,-83.80385164942308,32.5874781225,11.416063221153847
13227,-84.47905726257143,34.445209239142855,274.16981457142856
13229,-82.20959388822659,31.33921860625616,24.358015985221673
13231,-84.39315976676471,33.07175155191176,118.0380982352941
13233,-85.24099152616279,33.9958956479845,76.63352104651163
13235,-83.47804124818182,32.24454207442149,19.102125
13237,-83.35078375563107,33.30934129669903,30.804095
13239,-85.02834966818183,31.854403699454547,25.26254190909091
13241,-83.41578432863636,34.858003737272725,34.185685
13243,-84.73935819772727,31.73718904621212,49.97093
13245,-82.07490944206249,33.3668342831875,82.45330978125
13247,-84.01691279434783,33.666531757826085,646.0620513043477
13249,-84.3109517478125,32.259902985625,18.790985
13251,-81.62005739976635,32.726031537102806,11.17753808411215
13253,-84.87645482546876,30.94968144625,31.8614734375
13255,-84.28735804847827,33.269356807173914,131.59904999999998
13257,-83.31775769000001,34.555572947804876,35.026182560975606
13259,-84.78746941751825,32.078055448467154,24.631647226277373
13261,-84.21535213330579,32.045398754710746,28.2652526446281
13263,-84.55583927992424,32.68881248795455,16.330959999999997
13265,-82.85235613666667,33.57834263897436,60.74108243589744
13267,-82.06664096590552,32.069856485,29.603081200787404
13271,-82.94416366895832,31.947626235034722,15.843953038194444
13273,-84.43843186957447,31.778688507659577,49.97093
13275,-83.93618749136094,30.914762417218935,44.36484136094675
13277,-83.51264130175532,31.45836506457447,22.448417340425532
13279,-82.33167368791368,32.12805715255395,21.181516079136692
13281,-83.76925377869566,34.942892999130436,34.185685
13283,-82.5754782023292,32.399416488757765,22.089765
13285,-85.00069164478722,33.07470351712766,80.91603723404255
13287,-83.63736730405063,31.703849007594933,15.077409999999999
13289,-83.42118899544776,32.69870661690299,10.813495298507462
13291,-84.01231432278351,34.883776020618555,29.80041644329897
13293,-84.30131830397436,32.89998847673077,16.330959999999997
13295,-85.28502077533743,34.75011946852761,82.54726500000001
13297,-83.76596321671643,33.793214130746264,68.06914
13299,-82.44809285698038,31.206098654117646,23.832808488235294
13301,-82.6714741057764,33.38835299341615,87.88629391304347
13303,-82.78406167834102,32.959945151658985,37.47444956221198
13305,-81.92014834187097,31.569143442290326,54.05689885483871
13307,-84.56640056809523,32.074557414642854,26.214781428571428
13309,-82.73286983163497,32.133461614752854,21.520846368821296
13311,-83.73612485,34.602307058245614,34.185685
13313,-84.96091638232878,34.818910233561645,42.78206006849316
13315,-83.43519846267944,31.97616075521531,16.367629641148326
