FIRE_YEAR,month,frequency
2011,1,2
2011,2,2
2011,3,58
2011,4,63
2011,5,33
2011,6,24
2011,7,20
2011,8,12
2011,9,13
2012,1,28
2012,2,49
2012,3,95
2012,4,226
2012,5,50
2012,6,60
2012,7,18
2012,8,23
2012,9,11
2012,10,11
2012,11,4
2012,12,1
2015,1,7
2015,3,2
2015,4,114
2015,5,138
2015,6,25
2015,7,13
2015,8,25
2015,9,24
2015,10,7
2015,11,12
2015,12,5
