FIRE_YEAR,month,frequency
2011,5,1
2011,7,2
2011,11,1
2012,2,6
2012,3,10
2012,4,64
2012,5,2
2012,6,2
2012,7,12
2012,8,1
2012,9,3
2013,3,4
2013,4,55
2013,5,61
2013,6,6
2013,7,5
2013,8,3
2013,9,1
2013,10,9
2013,11,3
2014,1,3
2014,4,62
2014,5,34
2014,6,4
2014,7,9
2014,8,4
2014,9,5
2014,10,4
2015,1,1
2015,4,37
2015,5,77
2015,6,6
2015,7,4
2015,8,6
2015,9,3
2015,10,3
2015,11,3
