FIRE_YEAR,month,frequency
2011,3,16
2011,4,9
2011,5,2
2011,6,5
2011,8,1
2011,9,1
2012,1,1
2012,2,3
2012,3,8
2012,4,22
2012,5,2
2012,7,5
2012,8,1
2012,9,2
2012,11,4
2012,12,1
2013,3,3
2013,4,10
2013,5,2
2013,10,4
2014,3,10
2014,4,11
2014,5,6
2014,6,4
2014,7,1
2014,8,6
2014,9,3
2014,11,5
2015,4,16
2015,5,31
2015,6,6
2015,7,2
2015,8,3
2015,9,15
2015,10,2
2015,11,8
2015,12,2
