FIRE_YEAR,month,frequency
2012,1,2
2012,2,5
2012,3,29
2012,4,36
2012,5,6
2012,6,1
2012,7,1
2012,8,2
2012,9,5
2012,10,2
2012,11,7
2012,12,1
2013,2,2
2013,3,5
2013,4,70
2013,5,45
2013,9,2
2013,10,2
2014,4,31
2014,5,15
2014,6,1
2014,7,1
2014,9,1
2014,10,2
2014,11,4
2015,3,2
2015,4,36
2015,5,40
2015,6,1
2015,7,2
2015,9,2
2015,11,4
